first_name,last_name,country_code,state_code,city,cb_url,twitter_url,facebook_url,primary_affiliation_organization,primary_affiliation_title,primary_organization_uuid,uuid
Andy,Russell,USA,NY,New York,https://www.crunchbase.com/person/andy-russell,,,"Trigger Media Group, LLC",Founder & CEO,adea047a-33f7-1d31-5276-1da087043274,3b656132-b996-323e-29a9-ef0a2be0e49e
Scott,McGregor,USA,CA,Campbell,https://www.crunchbase.com/person/scott-mcgregor,https://www.twitter.com/scottmcgregor,https://www.facebook.com/mcgregor94086,,Member of the Board of Director,,0647bc6e-9da0-9a25-d46b-860fe4a74268
Scott,McGregor,USA,CA,Campbell,https://www.crunchbase.com/person/scott-mcgregor,https://www.twitter.com/scottmcgregor,https://www.facebook.com/mcgregor94086,,Member of the Board of Director,,0647bc6e-9da0-9a25-d46b-860fe4a74268
Scott,McGregor,USA,CA,Campbell,https://www.crunchbase.com/person/scott-mcgregor,https://www.twitter.com/scottmcgregor,https://www.facebook.com/mcgregor94086,,Member of the Board of Director,,0647bc6e-9da0-9a25-d46b-860fe4a74268
Robert,Langer,USA,MA,Boston,https://www.crunchbase.com/person/robert-s-langer,,,PureTech Ventures,"Co-Founder, Senior Partner",05399c96-fdfa-a61c-5353-1ff6c2de0183,fe34da6c-f58f-8573-0dbd-3a44a23760c6
Robert,Langer,USA,MA,Boston,https://www.crunchbase.com/person/robert-s-langer,,,PureTech Ventures,"Co-Founder, Senior Partner",05399c96-fdfa-a61c-5353-1ff6c2de0183,fe34da6c-f58f-8573-0dbd-3a44a23760c6
Robert,Langer,USA,MA,Boston,https://www.crunchbase.com/person/robert-s-langer,,,PureTech Ventures,"Co-Founder, Senior Partner",05399c96-fdfa-a61c-5353-1ff6c2de0183,fe34da6c-f58f-8573-0dbd-3a44a23760c6
Robert,Langer,USA,MA,Boston,https://www.crunchbase.com/person/robert-s-langer,,,PureTech Ventures,"Co-Founder, Senior Partner",05399c96-fdfa-a61c-5353-1ff6c2de0183,fe34da6c-f58f-8573-0dbd-3a44a23760c6
Robert,Langer,USA,MA,Boston,https://www.crunchbase.com/person/robert-s-langer,,,PureTech Ventures,"Co-Founder, Senior Partner",05399c96-fdfa-a61c-5353-1ff6c2de0183,fe34da6c-f58f-8573-0dbd-3a44a23760c6
Robert,Langer,USA,MA,Boston,https://www.crunchbase.com/person/robert-s-langer,,,PureTech Ventures,"Co-Founder, Senior Partner",05399c96-fdfa-a61c-5353-1ff6c2de0183,fe34da6c-f58f-8573-0dbd-3a44a23760c6
Robert,Langer,USA,MA,Boston,https://www.crunchbase.com/person/robert-s-langer,,,PureTech Ventures,"Co-Founder, Senior Partner",05399c96-fdfa-a61c-5353-1ff6c2de0183,fe34da6c-f58f-8573-0dbd-3a44a23760c6
Robert,Langer,USA,MA,Boston,https://www.crunchbase.com/person/robert-s-langer,,,PureTech Ventures,"Co-Founder, Senior Partner",05399c96-fdfa-a61c-5353-1ff6c2de0183,fe34da6c-f58f-8573-0dbd-3a44a23760c6
